,duration_h,profit trades number,non profit trades number,currency number,balance,IN Currency ,OUT Currency,average,deviation,relative outside total,relative outside count,relative trades count,top peak,bottom peak,relative trades countA,incomes amount,incomes relative count
0,-0.9468738388189298,0.7067216889656578,1.1298819481968843,0.1425549947613438,-1.0939612262464662,-0.2891992654350779,-0.41317003459764257,-0.5134732377595195,0.8297515623746696,0.059502810977347,2.0652890739196326,-1.8909817402161138,-1.7870335590800241,-0.24009909490968662,-0.7670286035971426,-0.24143731193791018,0.8542090137547308
1,1.0065268585624891,1.3927699995399068,0.49116325013975426,-3.2574525337366373,0.3971538930984697,0.40690666860823677,0.12985754937519514,-1.4377597622625258,-1.1165029758751894,1.4463438416744698,-0.4132960900686613,-0.32691946616309964,2.4770756051290768,-0.623019933589094,-0.5756193359369417,-4.175193637049077,-1.678873457509572
2,2.8020000893385757,-1.0760177972632503,-0.7000004711604364,-0.03577569804832226,1.2968006936203529,2.456419241413756,-1.1788050761123714,0.007800452374486998,1.2182247119125396,-1.5470938192540413,-1.975370625602449,0.43594779270748296,0.9073305523732113,1.236877636960176,-0.06559604632231286,1.9084010417801198,3.958848657569568
3,0.2135851175433776,-0.3011618540934083,0.13298402908072227,-2.9882594679810257,0.32058765010552337,3.212297191017632,0.3329676436282332,1.8604088101230394,0.7878006309229361,-2.276997711190182,0.3099379261025467,4.315176748207428,4.531491993429899,1.4081428715802091,1.6970949554121098,1.071786870720248,-0.23250831503251326
4,1.4211028070277556,0.2768625491480118,-0.6453208772947436,-0.7289835743534214,0.05840197264834712,5.282102405460303,-0.27267889820360286,1.3125191178270097,0.714370557745791,3.320893336050726,-6.670302227644982,2.390574806572498,3.952131640349421,0.5517968335271031,-2.0312740277031907,-4.524434230329486,-3.9717744930854435
5,-0.6039875957521714,0.4658548406469213,-1.978546185585633,-0.83300283964924,0.3864001904001635,0.9066652338949779,0.09853557776536859,0.47885054860627474,0.2310337645281236,-1.8040733045549495,0.6345532945735332,0.15908604470758947,-0.24034273881931792,0.7442704381436611,2.682386713406919,2.179735377175442,1.39027012836016
6,-2.1985479211976515,-0.29926018298545226,-0.060825694257709895,2.096915077226381,1.946811508561425,4.151152087101309,0.48994077498368643,-0.8094975235982319,0.10380634704177608,3.6162363724761377,-2.4827397371450757,4.215560802709318,2.5657446027084827,0.5316234810816385,-2.4086504143669174,1.2644287724630456,-1.8634511639940237
7,0.12365093506232228,1.1498628560398116,-1.5576514861567308,-1.5942141286104765,-0.22790785998463625,-2.641435117956658,-1.7957523637966164,-1.5948583819399156,1.7074403849458932,2.228889610701303,-1.9320510233190347,0.24960573484323278,0.6817891000369125,1.433357139849561,0.9033159329479947,0.2545798344669721,-1.6905341406469383
8,1.2894718976931956,0.4813488793512579,1.4136895289741631,-4.228567820673006,-1.7724860789035688,2.2719062222626656,-0.1328210039293463,-2.0727105442606812,2.208503609044377,2.793797686953315,-0.08658056656223424,2.8218786428204914,2.547811748178532,-1.3335664453358427,-0.3061864375394491,-0.7183883201597219,-2.6781141398751163
9,-0.24888684228552838,-1.2148817865150587,0.5353540448122383,-0.2245206621450696,2.8844758966734787,1.5569495834842675,0.3814966124864039,-0.16839992603237297,-0.44783705405765484,0.26584257402186506,2.505461737913867,0.7495673271422889,0.7389978287736465,-1.4367149496715466,-0.5039585705340612,1.5142408506654297,2.5572325449626816
10,3.291995946463995,0.04856896253708589,-2.698341894896278,0.42938978929604343,0.17994031292255386,1.3415739846345511,1.7194275266859458,-0.248768645943375,0.9908419449003646,-0.7597759590026837,-3.2580855419688257,1.7779731351359582,0.4020404779303215,-2.1397266980793344,-0.46963866980637703,-0.744676681123873,-0.6780827527565494
11,-2.8173292067628255,0.6432757318269066,-2.2559576266765804,-0.31913177859189934,-2.0356040535187114,-1.6920378026669978,-1.3450036163002315,0.02202531547954693,0.2756863778045876,-0.30376769209653,1.5203605034747834,-0.4254357925516117,-0.9868040434861726,1.9791669324200716,-2.2814936003860926,-0.4738906276277135,-0.23188235074227925
12,1.3562177698391347,-0.68497008657842,-2.265065256167201,-3.818604779705479,0.955576379339505,-2.923506443945574,0.31814849917671256,-1.7936492580884138,0.8144246506901477,-4.901885481191531,7.591593386245593,-0.9597023057329515,-2.2286573537864562,-3.5546304681875225,4.251494016625902,3.8919907915824763,4.682460172720218
13,0.18819263146212706,2.941957696370701,1.399067596830284,-0.5746583105611237,2.6317360567577497,1.8476925907598953,-1.3247072340941382,0.16985608149255896,-2.347747438580459,2.114297271794969,2.107441035539395,-0.6802371799208229,0.10587378366243663,-2.778617610205925,-0.9613563645941143,-0.4685026246627326,1.5069770598098928
